33F7CXYXMRWM6OGXJM3U4NTB64	JEAN's the name. <br> <br/> I was born and raised in CALI.
LNKOFECRCXDBUTAWSOGDSWWXEI	I own 2 Doberman Pinschers, 1 red merle Australian Shepherd, one Pug baby. <br> <br/> My personal favorites in breeds are Doberman Pinscher, Bernese Mountain Dog, Dalmatian, Dane, Bearded Collie and Australian Shepherds. <br> <br/> With the smaller breeds it's MinPin, Dachshund, Pugs, Corgi and Papillion. <br> <br/> <br> <br/> I also love the not very well known GERMAN PINSCHER, the true Mini Doberman. <br> <br/> <br> <br/> Training and rehabilitating dogs is my life. <br> <br/> My job is never dull, I meet great dogs and wonderful people every single day. <br> <br/> I own 4 dogs, 3 we adopted with issues nobody else wanted to deal with. They became great additions to our lifes, adjusted, relaxed and became "Happy Doggies". <br> <br/> Our friends love coming over and interacting with our unique bunch, listening to the stories behind each animal, see the tricks they perform. <br> <br/> <br> <br/> One of my favorite quotes: <br> <br/> "A life without a dog? I don't think so!" <br> <br/> <br> <br/> And the logo of my company, DogNanny 911 Obedience Training (Registered Tradename) is: <br> <br/> "NEVER, roll your dog".
LSCXX5ZAIJJEZEDLZHSTHLUOSM	hails from Delhi the capital of India. Fond of reading and tv watching.
LCHVTNFRS345MEZC2PS4NBJVK4	15 years old. From Jersey. Etc.
LAMCT5YWFFKIIO47ELP5AGMCQM	I am a history teacher in Los Angeles California.
LAXRHU2RD3LP7PH76D5F5XOFYM	im a 16 y.o girl from Asia:)
LBN7ZULV35IF3PEVR6E4OP45DI	I own a small business in New York. I'm 52 years old, love life and sharing it with everyone. <br> <br/> I believe knowledge should be free for every one. It is the key to a truly democratic society.
L3M3JRRHCAPBD4N7O6JBUSKNIM	I am a simple guy from INDIA <br> <br/> I believe in living my life to extent enjoying it, <br> <br/> I know it’s not always possible but but I <br> <br/> Try. I am not looking like Tom Cruse but <br> <br/> Enjoys an avg. look and happy. <br> <br/> That’s all zfrom me.
LOUGHCFZSMDCP574MEJL7JU6BU	Retail Electronics Associate for a BIG Company...Best Associate in the Upper mid-west
LWUUBPU5MBNGUQ7VRWNSUUU4ZI	I'm a 18 year old guy from Ft. Worth, Texas. I'm in the Texas National Guard. I enjoy music, baseball, politics, and I love the beach.
LHFBJRPOFMXQQYZ42IZHXPKIUU	Hey there pimps & hoes!! <br> <br/> <br> <br/> Not much to learn.. <br> <br/> 23!!!.... Manhattan.. <br> <br/> wanting to go back to Atlantic beach ....... <br> <br/> <bzr> <br/> I enjoy asking my pointless sexy questions, and I know you like answering them. <br> <br/> <br> <br/> Nighty nighty ya'll <br> <br/> <br> <br/> Flickr up now!! :D <br> <br/> <a href="http://www.flickr.com/photos/31510445@N05/">http://www.flickr.com/photos/31510445@N0...</a> <br> <br/> <br> <br/> 10013 <br> <br/> <br> <br/> Note to all, I'm a flirt, not a slut
LA6AUDHVQMUYZMASPVE5KZDZGE	Just graduated college and am on my way to becoming an architect. <br> <br/> I have 2 cats and some fish. <br> <br/> I love exotic stuff food, decor, fabrics everything. <br> <br/> I currently live in Florida but I miss Texas desperately. <br> <br/> I want to travel the world.
LTLCRQ3W4UJUHVCGIO7MNTFO7E	i an tejaa for india. i am working as a journalist here in visakhapatnam city. hope u consider me to add as friend my mail id tejaa45@yahoo.in
LO6BOR2WIRGT2MHDAKBB6GDPBI	ENVY DESIGN CONSULTING envi@rogers.com <br> <br/> RITA FORD <br> <br/> <br> <br/> TRAVEL WEBSITE /CLOTHING DESIGN /RENOVATIONS/COUNSELING // REFERRALS <br> <br/> <br> <br/> WEBSITE <a href="http://www.EnvyDesignConsulting.com" rel="nofollow">http://www.EnvyDesignConsulting.com</a> <br> <br/> <br> <br/> 607-2190 Weston Rd. <br> <br/> Toronto, ON <br> <br/> M9N 1Y2 <br> <br/> <br> <br/> 416-904-3561 OR 1 876-408-8161
LE77BKQTRMOT62AHUSYG7FS4K4	I've been helping people own homes and land in Florida since 1984.
L6JO2PVH6HIXWFH46AS6XCS5AA	I am a young dentist from Montreal, Canada who loves his job, loves to travel and loves photography :-) <br> <br/> Visitez mon site: <a href="http://www.studiodentaire.com" rel="nofollow">http://www.studiodentaire.com</a>
LSG5X3TZF4ATHBVPQSP3DC7TAE	hey im Jordan and ima 15 yr old at high school (junior year) i understand and get math extremely easy i like foolin around in class and in da bed ;D
LHNYTQ6OTUCEMQDDXHVAGO65C4	Hi!! I'm Sam, I'm 16 years old. I go to a Cadet school. I'm almost always happy and smiling when I'm around people, but that doesn't mean there aren't a select few who I wouldn't mind pummeling to death. I play guitar, piano, and violin. I love History (mostly US Colonial era) <br> <br/> I'm a better listener than talker. <br> <br/> I've been with my amazing girlfriend Amber for almost 3 years now. <br> <br/> The three things I hate most are; Liars, Wh0res and Onions. <br> <br/> I'm also a model although I have major self esteem issues. <br> <br/> I love reading and watching movies/TV. <br> <br/> <br> <br/> This is probably pretty long, so if you have any questions about me or need any advice feel free to send me an email! :) <br> <br/> <br> <br/> BTW: Sam R isn't my real name, I got it from when I was in a movie based on the history of my town. I played a kid named Sam who was the son of the first Minister.
D2637PKFDSXRHBXUCOBFQPIVL4	Hi, my names Haroon. <br> <br/> Live in England. <br> <br/> age is 15.
DPCRS52WTK4ZKVHQPDYM7IM6LQ	Im live in Massachusetts but im as DIE HARD YANKEES FAN YANKEES OR BUST!! My Favorite Yankees player is probably Jorge Posada but Albert Pujols is my favorite player of all. i'm on my town's All Star Baseball team. <br> <br/> <br> <br/> My motto:Life isnt here for coffee.Have it stay for breakfest <br> <br/> <br> <br/> Add Me <br> <br/> <br> <br/> <br> <br/> I GOT A TC BADGE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!... <br> <br/> <br> <br/> CONGRATS BILL!!!
D5BK25ZSR5CHRKARYZYYBDDJAI	Well I am currently studying a BTEC in Musical Theatre in Manchester, aswell as an AS in Music. I sing and play the saxophone, clarinet and piano. If anyone would like to know more, just ask! <br> <br/> Zoe xxx
DVZZ3H6SRQP23K7XPL7IHUSROE	The girl in my pic is my side profile lol. I'm not dumb enough to put my full face when people can use it. <br> <br/> <br> <br/> I love Miss America, she is Brown/Indian like me, smart and loves Bollywood. <br> <br/> Add me if u like me. Haterz and anti-Indian racist pigs get lost.
DLO335HWG6LMSFKSDANP7MYS4A	James was a news intern in Mashable's NYC office during the spring of 2011. I have graduated from the University of Rochester in December 2010 and has also worked at , Publishing Community Newspaper Group, Upbeat Productions and Rochester's City Newspaper. My profession is writting on a different to
DCJQS65EJBKKVIU2FOTYW7UBGI	I live in the US, I fluently speak English and Arabic, and I'm currently completing my Spanish studies. I'm intersted in history, exercise, and politics. <br> <br/> If you have any questions about Arabic feel free to e-mail me.
DVK62F4YOG776O6B7D75QN7GLE	I am 20 yrs young ; ) <br> <br/> I live in south Florida with my fiance <br> <br/> and we just had our little boy 7/28/09! Eric Jr.
DY2ENMXMZGWYN6V3OTVH4ERUGE	So my name is Brittany Nicole. i am 18 years old and i live in Ohio. I never get bored. I ALWAYS find something to do. I am a nice person until someone makes me super super mad. Then i can be pretty mean. I get along with usually everyone and if I dont like u, u WILL know. Im not shy. If you dont like me then get off my page. I tell u wat i think and if it bothers u... News flash...I DONT CARE. Im not heartless im just Brittany.. I've put up with enough crap and i've changed...There are 2 kinds of people in this world. Ones that u can trust and the fake people who run their mouth behind my back. Tell me wat u think and i'll listen but dont get mad when i laugh in ur face.
DQIRETK2DBNQBHSHSA23NEARFY	So I've had this thing for a long time now. But I only recently started going on after like 8 months. Soccer is my favorite sport without a doubt, I like playing it and watching it. <br> <br/> I'm from California <br> <br/> I'm 17 years old <br> <br/> Barcelona fan. I kinda like Arsenal as well. <br> <br/> ...
DJS3HJUW7AOA4UMYOEZXATRJQE	I am a recent Textiles graduate situated in Ireland. Interests include Kickboxing, yoga, Anime, music, guitar and cats. I dislike oppression and arogance. I find people who just look to shoot others down a waste of space and not worth attention. I like to help people if I can with advice etc. and hopefully I do help and not hinder
DXEE6EJT275SXNMQEPYTWMZJMQ	I am 23 years old. I have been a firefighter for 8 years, and have been active in law enforcement for 4 years. I started my career as an emergency dispatcher and moved into my career on the road as a patrolman in the state of Maine. <br> <br/> <br> <br/> I enjoy my job, and it brings me a great sense of responsibility. I never imagined myself in this position at such a young age, but would not change it for the world. I love being in a position to protect people and bring justice to my town.
DGCAVFCUVMA35CUJPZTMG3SAZ4	I Pastor Gospel Light Baptist Church in Greeley, CO. I am an author of several e-books including one developing effective communication and social skill within relationships. <br> <br/> <br> <br/> I am happily married and father of four. <br> <br/> <br> <br/> Check out our website at: <a href="http://www.fitlyspoken.org" rel="nofollow">http://www.fitlyspoken.org</a>
D2ZOXMJPFG27I6JVFEOFK23LDQ	This account was suspended and then reinstated after I contacted The Yahoo Office in California. <br> <br/> <br> <br/> <a href="http://www.facebook.com/jabblewox" rel="nofollow">http://www.facebook.com/jabblewox</a> <br> <br/> <br> <br/> I think the following is a thought to ponder regardless of one's religious or non-religious persuasion. <br> <br/> <br> <br/> <a href="http://www.youtube.com/watch?v=vKgDDglSq2s&feature=relmfu" rel="nofollow">http://www.youtube.com/watch?v=vKgDDglSq...</a>
DWVSEHBW33ME5NIHFUWNGX4NQA	a fourteen year old christian <br> <br/> <br> <br/> I attend Ridgewood Christian School In <br> <br/> Port Arthur Texas
DKYC7UPZ6J2ACKHWQOO6L23IIU	I'm Kayla. I live in California, I'm super fantastically cool. Just kidding. Kinda. <br> <br/> <br> <br/> I'm easy going, down to earth, whatever. I'm pretty fun to be around, I'm told. I'm funny, I have a good sense of humor, and I LOVE giving advice. I'm always open to talk to new people, so go ahead and drop a line, kidz. <3
DSC4XIN6Q3RROMRZKD5QAB3TWY	I'm 15 yrs. I live in Sarasota, Fl. I have a little sister, a mom, a dad, a dog, a cat, a snake, and 3 birds. I have had over 18 snake and 5 lizards. I have had a total of over 30 pets in my life time.
D3H2TQROIBINOP5UHGTZWDWMZQ	my name is brittany, i love to meet new ppl , and yah i'm 16, and i live in cambridge MN, have anyother Q;s just ask...
DICUZAQGMOGVJC7MOW4OFQUDKI	The name is Michelle J. Palmer. I currently live in Monroe, Ohio. Yeah it gets boring here but thankfully I have my friends to keep me Busy and Happy. I also have a wonderful boyfriend named Jared E. Corrill, he is the best!!! I will admit to you readers out there that I am a sweetheart if you get to know me, but I love animals more then humans. I think they deserve it more than the shit stains that I call the human race. Don't like what I said? Then I really suggest you leave now, lmao!! I also have a strong never ending passion for Serial Killers! They are the best! My Favorite Male Serial Killer is Richard Ramirez and my Favorite Female is Elizabeth Bathory. Don't know them but want to open up that mind of yours? Go to www.SerialKillerCalender.com, they have more than enough info on any Serial Killer you could imagine!!
DIMFJZADCZO5RPJTO6SJCS4AJI	I'm Claire. I'm 33 and I can't say I'm from anywhere right now. Originally Irish, I have been a bit of a nomad over the last 5 years but now i'm settled for a while in the UK. I love reading and World Cinema. <br> <br/> I'm opinionated at times but trust my intuition...Love this site...it's a mine of information!
D6EDBCWNRYYXP3P7HBQ3C3VBRE	Im 14 My name is gabby I live in FL. i luv music && Hollister and Abercrombie
DKEA4CGK3OKXY5KJJ5DRPXUVD4	hola yo soy queen B y vivo en los Estados Unidos. mi deporte favorito es el futbol. que puedo decir es el mejor deporte el el mundo. ablo ingles y espanol. me gusta bailar, cantar, el rock (MANA), salir con amigos, estar en la playa, y estar con mi familia porque es lo mejor. <br> <br/> <br> <br/> hi im queen B and i live in the United States. my favorite sport is futbol(soccer). what can i say it is the best sport in the world. i speak spanish and english. i like dancing, singing, rock(MANA), going out with friends, being at the beach, and be with my family becuase its always the best.
DFD4NEP4K4GBALFYKKFQ623764	I'm Carlos2007gt, real name Carlos. I'm from Ohio. I like chillin' and making new friends. I don't jugde anyone. <br> <br/> I think everyone can be succesful in life if they want to. My succes is reconized thruoghout my neighborhood. If I can do it, you can do it too! <br> <br/> >One Love To All< Holla @ me* I got ya~ For real. Feel free to add or contact me. <br> <br/> <br> <br/> Here's my Myspace*>^-^<* <br> <br/> <a href="http://profile.myspace.com/index.cfm?fuseaction=user.viewProfile&friendID=380414386" rel="nofollow">http://profile.myspace.com/index.cfm?fus...</a>
DMHQODY3OZYQTE5SIJ7YEB2BMM	Im 14 and i love to act! (its my calling :D ) i live in texas and go to an all girls school. what fun! *rolls eyes* My bands the goo goo dolls and matchbox 20. im also obsessed with the song DARK BLUE by Jacks Mannequin. <br> <br/> <br> <br/> p.s. Add me!
DJPOZGLD544A2ACXFI52UO2NNE	indian Male live in australia
DNX2ZJLE5MB2YTJNZ2B7CSUJMU	Happily married man to the same woman for 36 years in sunny Calif. .
DP55ESIFFV4NL3TKXDVYXM2AYI	I go to weymouth high school and im a junior im on the football team ( 260 lb 6'4 defensive lineman 11-0 record 10-11 season) and im captain of the wrestling team (heavyweight 4 at section, 9th at states 24-12 record)
DWQRXOQI4S7WFLJ77WEU4ZCSLM	New York
DRN5ILPKKP7BNULN3N4FANC33M	Having lived & worked overseas, in destinations such as the Maldives & Sri Lanka for 3years, Caribbean, Mexico both Acapulco & Cancun, North Africa & the Greek Islands, as well as visiting Hong Kong & Thailand frequently, I want to share information, and answer whatever questions I can, to ensure that people have a fab time, and really embrace the culture & facilities their chosen destination has to offer.
