3INJ4LZC7PNUZNQX4VMS3IK2B4	hi, i love photograpy and live in arkansas. please help answer my questions! ill help answer yours!
HG3UM2ZHFC7EMXKR72BW3BNTNA	I'm a amateur web designer, electronic specialist and a BMW enthusiast. My passion is poetry and music though. I have always been a expert in electronics from MACs, PCs, Phones, TVs, Game Consols, MP3, iPods, iPhone expert, iPhone UnLocker, or just about anything pertaining to electronics or music <br> <br/> <br> <br/> I'm attending school at the College of Southern Nevada in Las Vegas for Web Design and Creative Writing and I will be graduating fall of 2009. <br> <br/> <br> <br/> I love women and Korean food, I love sunsets, and my favorite movie is: The Sandlot, my favorite artist is Sade and my favorite sports team is the Lakers, Thanks!
HF4NSDZ6XSTTDZL6JRGTFJJUNQ	Retired Texas Police Officer; 21 Years as an Instructor, Field Training Officer and Expert Witness. <br> <br/> <br> <br/> Currently a Police consultant employed by the State Department in Iraq.
H46F56Y72BKRGVLT4UGWQWV4TQ	31 year old wiccan in south east london. engaged with one son aged 11 . interests include rock music, horror movies n novels, comedy, writing, tarot, the occult etc.. <br> <br/> feel free to mail/IM me!
HTYGCEKMXBI7UTERQBRBBSJA5I	A semi-retired professional civil engineer and land surveyor, I live in Maine with my mate in the ca 1790 house we bought when we were married 30+ years ago. Two adult sons have left home, but the juvenile dog hasn't.
HEDQ5GMS3YR7AVMOITPBUWNS44	Chicago Knight account 2
HKES7FNGLHTP374SACVPBZPPCM	sent me email <br> <br/> sunnytagore123@yahoo.com <br> <br/> <br> <br/> i love pokemon .do you like to talk about pokemon born in U.S.A <br> <br/> <br> <br/> my skype name is sunnytagore123 <br> <br/> <br> <br/> please call me . I know how to write java program. Please call me .i will help you. <br> <br/> <br> <br/> PLEASE click my link <br> <br/> <a href="http://www.smogon.com/forums/member.php?u=4062" rel="nofollow">http://www.smogon.com/forums/member.php?...</a> <br> <br/> <br> <br/> <br> <br/> <a href="http://www.smogon.com/forums/showthread.php?p=1521191" rel="nofollow">http://www.smogon.com/forums/showthread....</a>
HCSSMC7LC5FRG7R435DZLMXAXY	I love michael jackson. <br> <br/> u been hit by <br> <br/> dun dun <br> <br/> u been struck by <br> <br/> dun <br> <br/> a smooth criminal(; <br> <br/> <br> <br/> i ♥ lady gaga <br> <br/> <br> <br/> add me ;D <br> <br/> ask me anything <a href="http://formspring.me/sweetdreamsmj" rel="nofollow">http://formspring.me/sweetdreamsmj</a>
H4CD6SMBS3XLIB4BPXOTUYJNYQ	Pennsylvania <br> <br/> Age 50 <br> <br/> single <br> <br/> I have two sons. ages 22 and 33. <br> <br/> <br> <br/> What I enjoy doing: <br> <br/> fishing, camping, being in the mountains or on a beach. <br> <br/> <br> <br/> Music I like: <br> <br/> 50 and 60s. soul, r&b, countzry, variety Smokey,Berry White,Marvin Gaye,Lionel,Drifters, Temptations,Beach Boys, Johnny Rivers, Billy Ocean, Elvis, Michael Jackson, AAron Neville,Arosmith, <br> <br/> foghat,Bad Company, too many to mention: <br> <br/> a good one once in a while from, Nellie <br> <br/> Prince, 50 cents,Pretty Ricky,Kia <br> <br/> <br> <br/> I enjoy relaxing with Yahoo answers and the people that make it enjoyable. I am cautious so I would appreciate seeing your profile and some info. before I reply. Y Answers and 360 is all for for fun so don't take it too seriously. <br> <br/> Update 12/02/09: <br> <br/> <br> <br/> I miss Y 360 <br> <br/> <br> <br/> I wish answers had an over 40 section. *sigh* <br> <br/> <br> <br/> <br> <br/> <br> <br/> For all the rate me, am I hot and who is cuter questioners... perfect site to get your answer would be.. <br> <br/> <a href="http://meetme.hotornot.com/" rel="nofollow">http://meetme.hotornot.com/</a>
HLAW7F7AFPBFTOEEREELA7557U	I'm 30 years old, married, incredibly tall (6,6") and work in consruction management. I live in the south of England and enjoy most sports and play guitar in a band.
HZOGVPKC2TYOEIUMILBOFSAIL4	School tomorrow...oh god give me strength <br> <br/> <br> <br/> ~ GRIN ~ <br> <br/> <br> <br/> Facts about ~ GRIN ~ <br> <br/> Writer <br> <br/> Thirteen <br> <br/> Funny <br> <br/> Has a weird phobia of getting thirsty <br> <br/> Has General Anxiety Disorder <br> <br/> Collects broken pen caps <br> <br/> Reads <br> <br/> Obsessed with psychiatry etc. <br> <br/> Is searching for a mental disorder that fits me, but can't find one <br> <br/> Is currently obsessed with the song "Pyramid" by Iyaz and Charice <br> <br/> Is currently obsessed with CSI: NY <br> <br/> Has always been obsessed with F.R.I.E.N.D.S <br> <br/> Doesn't like any of the contestants on America's Got Talent this year <br> <br/> Is reading Have A Little Faith by Mitch Albom and Wuthering Heights by (one of the bronte sisters) <br> <br/> Hates travelling <br> <br/> Loves airports <br> <br/> Loves running around hotel corridors and blocking the elevators <br> <br/> Annoying <br> <br/> Doesn't shut up <br> <br/> Is often compared to Donkey from shrek <br> <br/> Watches Shrek <br> <br/> Thinks "teenage emos" are annoying and whiny <br> <br/> Has three million emos in their school who think its cool to cut <br> <br/> <br> <br/> Your Worst Nightmare <br> <br/> <br> <br/> Regards, <br> <br/> ~G
H6SLRJ23C6HOEXYFANODXUBB3I	Born: Dec, 3, 1988 in Atl. Georgia <br> <br/> Nationality: (Mexican) hispanic/ Latino <br> <br/> Eye color: Dark brown <br> <br/> Height: 6ft. 2in. <br> <br/> Weight: 168 <br> <br/> Body: Athletic <br> <br/> State: Pontiac Michigan
HRLQP3LY77Y37GAOSDCWNW47SM	I just started college at Corning Community College in Corning, New York. I am majoring in business administration and hope to get my MBA someday.
HIQPJFVBTRSJ5K3MTQYBF5Q23A	Hi my name is sidney I am attendenting college in San Jose I love the city their lot s to do here. I like going to caffes, taking walks around the Japaness Garden flirting with the guyz.
H23XHTBJCLKLSRI3ITDX56YMQI	I love Jesus <br> <br/> <br> <br/> Let's fix these stakes simple enough. One to one to one 'til I'm a tower on my feet holding the five." <br> <br/> "A darn near pleasant wind be filling the air now. Tell a person by the wind and yours is the kind I like, Urameshi." <br> <br/> -Jin From Yu Yu Hakusho <br> <br/> <br> <br/> "America stands for liberty, for the pursuit of happiness and for the unalienable right for life. This right to life cannot be granted or denied by government because it does not come from government, it comes from the creator of life." <br> <br/> -George W. Bush <br> <br/> <br> <br/> YAMI: Think Mokuba, what would Kaiba say? <br> <br/> KAIBA: Well done Mokuba, now steal something from Joey. <br> <br/> YAMI: Okay then what would he say if he wasn't a complete douchebag <br> <br/> <br> <br/> Jaden: <br> <br/> "Get bent, Chazz, you no-good money-hogging card-loving big-headed egocentric small-tempered ojama-humping buttmunching <br> <br/> A-hole!" <br> <br/> <br> <br/> "If the world is a dangerous place to live, It is not because of the people who are evil, But because of th
HHLY37OM23AX5ZZ3S435AWRL6E	I need your suggestions to make our country so rich and developed,I am dharma from India, religion-hindu, state Andhra pradesh, intrest in 360 Y&A. struggling for human values, and human rights make the world as a one community. <br> <br/> thankyou <br> <br/> <br> <br/> indian
HTHO5OO44SIZOTEQVRVZQICIBU	The world is getting more polluted and by 2012, the world might just be flooded because of the melting of ice in the arctic! So, it is my duty as the guardian of earth(and my trusty sidekick CATastrophe) to recycle and answer all of the llittle yahoolians's questions!
HXEOCTWUGVEZ7W5VIFC7JBB7BE	I am a Sophmore in high school, and I am very social. I love to have fun with my friends, and to be with my family. I was born and raised in California, but wish I lived in the mountains. Rain is my escape to life when I am down. Life is never fair, but always has it's advantages.
HSG5QA2ZABD4EK3FWKM2YEKHSU	hi everyone <br> <br/> i am muthu form india as i am a esl leaner . i like many friends around the world , the way i learn from good english .
HDIWGGIWN2CRD7L25SJZFXBX6Y	My name is Claudia, Hello Y!A World! <br> <br/> I am 18 years old & 4'11". <br> <br/> New Mexico is My Home (:
HEJZQ3RTHA7ZEY25BSYIXBIHZI	im 17 live in california. i play bass and guitar, and i am a baseball and football fanatic
HYHR7EJ3I6BWFMPNWIL3JV72AE	I live in New Zealand and I am into anything supernatural and spooky. Love cooking and a good discussion on any topic. I am 22 and work in administration in an hospital.
HDESAPBZ5AGPNTXBI4CJVUIJMY	Helo i am 16 and i live in Stoke on trent Staffordshire i hate school but love hanging around with my mates. My favorite hobby is shoes and my favorite shoes are UGGs espesially when worn with bare feet!
HIXMVDZGWQMAS4SFDCPC4KSOWU	Hey guys, I am a 17 year old from Philadelphia who loves sports and hopes to be in Broadway or something good a couple years from now. I love to drink Mountain Dew and my favorite food is a Philly cheesesteak. Well here you go. Here are some songs that I like. I'm also learning Italian and the piano . In addition, I'm on here every night and mostly in the Polls and Surverys section. I decided to change my avatar too because I like this band there a great one but I'm still the same Damien just not animated. Speaking of animated, some of my favorites are Bugs Bunny and Superjail they never get old. I also play on PS3 sometimes to, my name on there is damien1121 <br> <br/> <br> <br/> <br> <br/> <br> <br/> <a href="http://www.youtube.com/watch?v=lL2ZwXj1tXM" rel="nofollow">http://www.youtube.com/watch?v=lL2ZwXj1t...</a> <br> <br/> <br> <br/> <br> <br/> <a href="http://www.youtube.com/watch?v=LCZinX209rA" rel="nofollow">http://www.youtube.com/watch?v=LCZinX209...</a> <br> <br/> <br> <br/> <a href="http://www.youtube.com/watch?v=7NhkfpQmjyU" rel="nofollow">http://www.youtube.com/watch?v=7NhkfpQmj...</a> <br> <br/> <br> <br/> http://www.youtube.com/watch?v=ma2nfetVV-s&ob=av2nm <br> <br/> <br> <br/> <br> <br/> You can add me here and I'll add you guys back. <br> <br/> <br> <br/> <br> <br/> <br> <br/> .....0..... <br> <br/> ..0...0.... <br> <br/> .0.....0... <br> <br/> .0.....0.. <br> <br/> ..0.
HWBFAPQPZGBIVEZLSTSXYKFSP4	I love many sports, mainly football. My favorite NFL team is the Detroit Lions. My favorite college teams are UVA and Michigan.
H6AQ47ALBYH23SB4QUTOH2OMDM	Im 17 turning 18 in july 14th!! I work at Lebanon House Icecream! I have 5 siblings and live with my mom and im graduating next year! Going to college right after highschool in Orano!
H2B7GIYPKQMNYX65PSE7MMS5YE	Hey There Y'all! <br> <br/> <br> <br/> Politics and government are my favorite areas, so you'll probably not see me answering any questions in too many other areas. I'm deeply involved in politics in my county of Travis here in the heart of Texas. I'm the Democratic precinct chair for my voting precinct, I've served as an election judge in prior elections, and have volunteered on numerous campaigns. Although I live in a very Red state, I'm fortunate enough to live in one of the few BLUE counties in all of Texas. We are like the island of BLUE surrounded by a sea of Red. Anyway, I guess you could say then politicsz and government are my lifeline and that I'm almost obsessed with them! <br> <br/> <br> <br/> Anyway, I have a wonderful family and have worked at The University of Texas at Austin for the last 8 years, also from where I graduated a year ago as a government major. I moved here from Houston in 1999 and have lived in Texas my entire life. Wouldn't want to be anywhere else! <br> <br/> <br> <br/> Hook 'em Horns!!
H4DUEPIAZ6NAZ5NHPYWBLSYKJU	italian <br> <br/> female <br> <br/> i live in u.s.a. <br> <br/> i LOVE horror movies and videogames and anime-manga
HJ5XXYU6EFECNNIHN3EO3M4QHA	I LIVE IN DALLAS TEXAS .... AND I LOVE TO PARTY A LOT ..I AM REALLY POPULAR IN SKOOL AND EVERYBODY LOVES ME..
HWAVL56PNZE5CBFL34ZD7UWSBU	I'm 14 <br> <br/> I'm from Canada <br> <br/> <br> <br/> I love to stand out. <br> <br/> I love to dress differently. <br> <br/> I am always pairing bright and dark colors. <br> <br/> <br> <br/> Music is pretty much my life. <br> <br/> Unfortunately I don't make zmy own music. <br> <br/> I mostly listen to Alternative Rock. <br> <br/> It would be too long to name the other genres of music I listen to. <br> <br/> <br> <br/> <br> <br/> <br> <br/> 92%of teens would be dead if Abercrombie&Fitch said it wasnt cool to breathe post it if you are the 8%who would be laughing
